datetime,demand_mw,temp_c,relative_humidity
2021-04-12 09:00:00,5949.06,32.7,18
2021-04-12 10:00:00,6642.49,35.3,14
2021-04-12 11:00:00,7101.95,36.9,11
2021-04-12 12:00:00,7523.15,37.7,11
2021-04-12 13:00:00,7804.87,37.6,11
2021-04-12 14:00:00,7862.02,38.0,10
2021-04-12 15:00:00,7566.74,37.3,11
2021-04-12 16:00:00,7695.49,36.6,11
2021-04-12 17:00:00,7387.83,36.4,10
2021-04-12 18:00:00,6063.66,33.0,15
2021-04-12 19:00:00,5650.1,31.1,18
2021-04-12 20:00:00,5083.71,30.0,19
2021-04-12 21:00:00,4882.38,29.0,21
2021-04-12 22:00:00,4756.15,28.2,21
2021-04-12 23:00:00,4468.34,26.0,24
2021-04-13 00:00:00,4469.25,25.1,26
2021-04-13 01:00:00,4545.89,23.9,29
2021-04-13 02:00:00,4573.23,22.6,32
2021-04-13 03:00:00,4659.43,22.2,32
2021-04-13 04:00:00,4752.36,22.0,32
2021-04-13 05:00:00,4607.9,22.2,34
2021-04-13 06:00:00,4694.0,22.8,34
2021-04-13 07:00:00,4959.36,25.4,31
2021-04-13 08:00:00,5162.66,28.8,26
2021-04-13 09:00:00,5939.29,32.4,22
2021-04-13 10:00:00,6611.18,35.0,17
2021-04-13 11:00:00,7136.04,36.6,15
2021-04-13 12:00:00,7525.68,37.6,14
2021-04-13 13:00:00,7864.59,37.9,13
2021-04-13 14:00:00,7949.8,37.9,12
2021-04-13 15:00:00,7588.86,37.2,13
2021-04-13 16:00:00,7725.98,37.2,12
2021-04-13 17:00:00,7396.36,36.7,13
2021-04-13 18:00:00,6439.49,34.5,15
2021-04-13 19:00:00,5805.72,32.3,17
2021-04-13 20:00:00,5318.51,30.5,19
2021-04-13 21:00:00,4896.32,29.4,20
2021-04-13 22:00:00,4986.09,29.0,20
2021-04-13 23:00:00,5171.87,28.5,21
2021-04-14 00:00:00,4867.71,27.8,21
2021-04-14 01:00:00,4864.54,26.9,23
2021-04-14 02:00:00,5054.01,25.6,26
2021-04-14 03:00:00,5100.02,24.8,28
2021-04-14 04:00:00,4945.27,24.4,30
2021-04-14 05:00:00,4861.4,22.0,42
2021-04-14 06:00:00,4516.42,23.5,37
2021-04-14 07:00:00,5005.88,26.4,33
2021-04-14 08:00:00,5282.46,29.5,29
2021-04-14 09:00:00,6157.48,32.6,24
2021-04-14 10:00:00,6834.13,35.2,20
2021-04-14 11:00:00,7078.17,37.0,17
2021-04-14 12:00:00,7613.17,38.3,14
2021-04-14 13:00:00,8089.24,38.8,12
2021-04-14 14:00:00,7754.08,37.5,12
2021-04-14 15:00:00,7574.64,36.5,13
2021-04-14 16:00:00,7009.91,34.4,18
2021-04-14 17:00:00,6882.03,35.9,12
2021-04-14 18:00:00,6424.6,34.0,14
2021-04-14 19:00:00,5543.17,31.4,18
2021-04-14 20:00:00,5159.45,30.4,19
2021-04-14 21:00:00,4922.81,28.4,21
2021-04-14 22:00:00,4410.0,27.2,23
2021-04-14 23:00:00,4743.79,27.0,23
2021-04-15 00:00:00,4682.81,26.2,24
2021-04-15 01:00:00,4808.2,25.6,24
2021-04-15 02:00:00,5072.42,25.3,24
2021-04-15 03:00:00,5005.84,24.4,26
2021-04-15 04:00:00,4895.14,23.0,29
2021-04-15 05:00:00,4868.82,23.0,32
2021-04-15 06:00:00,4691.25,24.0,31
2021-04-15 07:00:00,4909.76,26.8,28
2021-04-15 08:00:00,5370.27,30.3,24
2021-04-15 09:00:00,6035.81,33.5,19
2021-04-15 10:00:00,7058.5,35.7,16
2021-04-15 11:00:00,7434.01,37.5,13
2021-04-15 12:00:00,7517.61,38.3,12
2021-04-15 13:00:00,7828.02,38.8,11
2021-04-15 14:00:00,7951.01,37.9,11
2021-04-15 15:00:00,7941.71,37.8,10
2021-04-15 16:00:00,7734.4,37.4,10
2021-04-15 17:00:00,7328.22,37.0,10
2021-04-15 18:00:00,6474.93,34.3,13
2021-04-15 19:00:00,5570.69,30.9,17
2021-04-15 20:00:00,5285.34,30.7,18
2021-04-15 21:00:00,4603.71,29.1,20
2021-04-15 22:00:00,4745.41,28.5,18
2021-04-15 23:00:00,4737.02,28.2,16
2021-04-16 00:00:00,4857.66,27.0,20
2021-04-16 01:00:00,5200.63,25.6,24
2021-04-16 02:00:00,4808.9,23.5,30
2021-04-16 03:00:00,5110.22,25.8,26
2021-04-16 04:00:00,5267.03,25.8,26
2021-04-16 05:00:00,5019.81,24.9,32
2021-04-16 06:00:00,4760.07,23.8,36
2021-04-16 07:00:00,5026.51,26.6,31
2021-04-16 08:00:00,5621.01,29.6,27
2021-04-16 09:00:00,5856.93,32.8,22
2021-04-16 10:00:00,6740.17,35.6,18
2021-04-16 11:00:00,7220.01,37.7,14
2021-04-16 12:00:00,7864.2,38.8,13
2021-04-16 13:00:00,7877.1,38.8,12
2021-04-16 14:00:00,7866.86,38.0,12
2021-04-16 15:00:00,7841.26,37.8,12
2021-04-16 16:00:00,7832.06,37.6,12
2021-04-16 17:00:00,6588.79,32.9,22
2021-04-16 18:00:00,4926.84,26.6,50
2021-04-16 19:00:00,4717.59,26.0,57
2021-04-16 20:00:00,4077.37,23.3,77
2021-04-16 21:00:00,3877.1,23.1,73
2021-04-16 22:00:00,3974.26,22.7,74
2021-04-16 23:00:00,4072.2,22.6,71
2021-04-17 00:00:00,4057.61,22.0,74
2021-04-17 01:00:00,4028.61,21.5,76
2021-04-17 02:00:00,3987.75,20.6,80
2021-04-17 03:00:00,4186.58,20.5,81
2021-04-17 04:00:00,4385.49,19.7,84
2021-04-17 05:00:00,4439.51,21.4,77
2021-04-17 06:00:00,3876.25,21.6,76
2021-04-17 07:00:00,3821.02,23.4,66
2021-04-17 08:00:00,4502.9,25.9,56
2021-04-17 09:00:00,4790.1,28.8,44
2021-04-17 10:00:00,5214.43,31.4,31
2021-04-17 11:00:00,5835.12,32.8,27
2021-04-17 12:00:00,5705.41,33.0,25
2021-04-17 13:00:00,6355.65,33.7,24
2021-04-17 14:00:00,6615.59,34.2,24
2021-04-17 15:00:00,6672.08,34.1,23
2021-04-17 16:00:00,6281.92,33.9,23
2021-04-17 17:00:00,5949.12,32.7,20
2021-04-17 18:00:00,5294.38,31.4,20
2021-04-17 19:00:00,4771.38,29.3,23
2021-04-17 20:00:00,4226.28,28.2,24
2021-04-17 21:00:00,3799.97,25.8,29
2021-04-17 22:00:00,3792.39,26.2,29
2021-04-17 23:00:00,4336.68,27.7,27
2021-04-18 00:00:00,4380.13,26.6,29
2021-04-18 01:00:00,4051.5,23.4,36
2021-04-18 02:00:00,4358.38,24.3,35
2021-04-18 03:00:00,4281.25,24.3,34
2021-04-18 04:00:00,4404.56,24.1,34
2021-04-18 05:00:00,4183.49,21.3,56
2021-04-18 06:00:00,4381.69,22.0,58
2021-04-18 07:00:00,4072.39,24.8,50
2021-04-18 08:00:00,4760.31,27.9,40
2021-04-18 09:00:00,5167.52,30.5,28
2021-04-18 10:00:00,5508.96,32.2,23
2021-04-18 11:00:00,6125.47,33.5,19
2021-04-18 12:00:00,6421.32,34.7,17
2021-04-18 13:00:00,6720.69,35.2,17
2021-04-18 14:00:00,6805.76,35.3,15
2021-04-18 15:00:00,6943.23,35.2,16
2021-04-18 16:00:00,6769.1,35.0,15
2021-04-18 17:00:00,6068.77,33.7,17
2021-04-18 18:00:00,5344.75,31.9,19
2021-04-18 19:00:00,4788.06,29.7,23
2021-04-18 20:00:00,4205.3,28.0,27
2021-04-18 21:00:00,4113.05,27.6,28
2021-04-18 22:00:00,4150.13,26.8,29
2021-04-18 23:00:00,3889.35,25.6,32
2021-04-19 00:00:00,4406.25,23.8,38
2021-04-19 01:00:00,4510.37,22.5,44
2021-04-19 02:00:00,4759.03,22.1,45
2021-04-19 03:00:00,4488.88,22.1,45
2021-04-19 04:00:00,4691.37,21.8,45
2021-04-19 05:00:00,4715.5,21.4,54
2021-04-19 06:00:00,4776.83,23.0,50
2021-04-19 07:00:00,4808.83,26.0,42
2021-04-19 08:00:00,5028.05,28.9,35
2021-04-19 09:00:00,5831.54,31.6,28
2021-04-19 10:00:00,6224.58,33.8,21
2021-04-19 11:00:00,6631.81,35.2,19
2021-04-19 12:00:00,7107.03,36.1,17
2021-04-19 13:00:00,7528.59,36.9,16
2021-04-19 14:00:00,7639.91,37.1,15
2021-04-19 15:00:00,7431.09,37.0,14
2021-04-19 16:00:00,7552.83,36.4,14
2021-04-19 17:00:00,7158.99,35.4,15
2021-04-19 18:00:00,6342.05,33.2,18
2021-04-19 19:00:00,5303.97,30.4,22
2021-04-19 20:00:00,5016.71,29.4,23
2021-04-19 21:00:00,4785.71,28.6,24
2021-04-19 22:00:00,4747.65,27.9,24
2021-04-19 23:00:00,4745.0,27.1,25
2021-04-20 00:00:00,4588.37,25.9,28
2021-04-20 01:00:00,4762.0,24.9,30
2021-04-20 02:00:00,4757.91,22.8,34
2021-04-20 03:00:00,5004.86,23.1,34
2021-04-20 04:00:00,4941.97,23.3,33
2021-04-20 05:00:00,4804.33,22.4,39
2021-04-20 06:00:00,4690.87,23.5,38
2021-04-20 07:00:00,4995.55,25.7,32
2021-04-20 08:00:00,4931.34,26.6,31
2021-04-20 09:00:00,5159.1,28.9,26
2021-04-20 10:00:00,5637.19,29.5,27
2021-04-20 11:00:00,6236.7,32.2,24
2021-04-20 12:00:00,6593.43,33.6,22
2021-04-20 13:00:00,6841.22,33.9,22
2021-04-20 14:00:00,6926.66,33.3,22
2021-04-20 15:00:00,6810.65,32.6,22
2021-04-20 16:00:00,6332.13,30.9,19
2021-04-20 17:00:00,6260.88,31.6,24
2021-04-20 18:00:00,5867.64,30.1,24
2021-04-20 19:00:00,5267.17,28.7,26
2021-04-20 20:00:00,4590.44,26.5,31
2021-04-20 21:00:00,4449.84,25.7,32
2021-04-20 22:00:00,4074.86,24.6,36
2021-04-20 23:00:00,4452.63,25.3,36
2021-04-21 00:00:00,4894.21,25.9,36
2021-04-21 01:00:00,4752.4,25.1,39
2021-04-21 02:00:00,4697.58,23.8,42
2021-04-21 03:00:00,4801.21,23.6,42
2021-04-21 04:00:00,4767.72,23.7,41
2021-04-21 05:00:00,4597.23,19.0,64
2021-04-21 06:00:00,4524.61,19.4,64
2021-04-21 07:00:00,4278.07,20.9,58
2021-04-21 08:00:00,4486.95,23.5,51
2021-04-21 09:00:00,4911.93,26.0,43
2021-04-21 10:00:00,5136.85,28.2,38
2021-04-21 11:00:00,5899.84,29.9,34
2021-04-21 12:00:00,6173.86,30.9,31
2021-04-21 13:00:00,6540.51,31.5,29
2021-04-21 14:00:00,6532.12,31.9,25
2021-04-21 15:00:00,6527.32,30.9,28
2021-04-21 16:00:00,6159.23,30.8,28
2021-04-21 17:00:00,6122.33,30.5,26
2021-04-21 18:00:00,5523.93,29.2,28
2021-04-21 19:00:00,5023.38,27.6,33
2021-04-21 20:00:00,4354.33,26.0,41
2021-04-21 21:00:00,4110.88,24.8,47
2021-04-21 22:00:00,4200.63,24.0,51
2021-04-21 23:00:00,4039.86,23.1,54
2021-04-22 00:00:00,4332.53,22.2,58
2021-04-22 01:00:00,4315.73,21.1,62
2021-04-22 02:00:00,4757.98,20.5,65
2021-04-22 03:00:00,4609.58,20.4,66
2021-04-22 04:00:00,4832.33,19.8,69
2021-04-22 05:00:00,4767.1,20.2,70
2021-04-22 06:00:00,4486.08,21.4,64
2021-04-22 07:00:00,4557.37,22.7,57
2021-04-22 08:00:00,4640.71,24.6,51
2021-04-22 09:00:00,4872.74,26.9,42
2021-04-22 10:00:00,5192.59,28.6,35
2021-04-22 11:00:00,5500.77,30.0,30
2021-04-22 12:00:00,6231.18,31.3,27
2021-04-22 13:00:00,6366.48,32.2,25
2021-04-22 14:00:00,6802.06,32.8,24
2021-04-22 15:00:00,6805.43,33.0,23
2021-04-22 16:00:00,6742.21,32.7,21
2021-04-22 17:00:00,6266.55,32.0,23
2021-04-22 18:00:00,5607.15,30.0,28
2021-04-22 19:00:00,5279.29,29.0,30
2021-04-22 20:00:00,4860.49,28.1,33
2021-04-22 21:00:00,4521.0,26.7,37
2021-04-22 22:00:00,4414.32,25.8,39
2021-04-22 23:00:00,4195.49,25.1,41
2021-04-23 00:00:00,4584.92,24.5,43
2021-04-23 01:00:00,4719.6,24.0,44
2021-04-23 02:00:00,4657.42,23.6,45
2021-04-23 03:00:00,4802.75,23.1,46
2021-04-23 04:00:00,4810.06,22.8,47
2021-04-23 05:00:00,4750.44,23.1,46
2021-04-23 06:00:00,4722.75,23.5,45
2021-04-23 07:00:00,4919.16,25.1,41
2021-04-23 08:00:00,5090.1,27.1,36
2021-04-23 09:00:00,5176.55,29.3,31
2021-04-23 10:00:00,5839.68,31.1,27
2021-04-23 11:00:00,6414.05,32.7,24
2021-04-23 12:00:00,6757.25,33.9,21
2021-04-23 13:00:00,7115.56,34.3,20
2021-04-23 14:00:00,7258.58,33.9,18
2021-04-23 15:00:00,7187.77,34.1,19
2021-04-23 16:00:00,6631.2,32.4,24
2021-04-23 17:00:00,6273.92,31.2,27
2021-04-23 18:00:00,5628.52,29.8,31
2021-04-23 19:00:00,5042.52,28.1,35
2021-04-23 20:00:00,4512.48,26.4,38
2021-04-23 21:00:00,4512.56,25.6,40
2021-04-23 22:00:00,3999.36,23.7,47
2021-04-23 23:00:00,4290.37,22.5,50
2021-04-24 00:00:00,3830.78,21.8,54
2021-04-24 01:00:00,3813.12,20.9,58
2021-04-24 02:00:00,4201.57,20.1,61
2021-04-24 03:00:00,4006.74,19.5,63
2021-04-24 04:00:00,4342.37,18.9,65
2021-04-24 05:00:00,4299.51,19.1,64
2021-04-24 06:00:00,3999.87,19.9,63
2021-04-24 07:00:00,3966.35,22.1,56
2021-04-24 08:00:00,4408.49,25.1,46
2021-04-24 09:00:00,4471.71,27.5,35
2021-04-24 10:00:00,4808.86,29.3,26
2021-04-24 11:00:00,5563.18,30.8,22
2021-04-24 12:00:00,6061.79,32.0,19
2021-04-24 13:00:00,6216.34,33.0,17
2021-04-24 14:00:00,6556.09,33.5,16
2021-04-24 15:00:00,6622.29,33.6,15
2021-04-24 16:00:00,6194.73,33.3,15
2021-04-24 17:00:00,5745.81,32.0,18
2021-04-24 18:00:00,5406.07,30.6,20
2021-04-24 19:00:00,4809.32,28.5,23
2021-04-24 20:00:00,4291.69,27.5,24
2021-04-24 21:00:00,3878.74,26.7,24
2021-04-24 22:00:00,4083.77,25.7,25
2021-04-24 23:00:00,3804.33,25.0,26
2021-04-25 00:00:00,3908.18,24.1,31
2021-04-25 01:00:00,4115.38,23.3,36
2021-04-25 02:00:00,4363.44,22.4,40
2021-04-25 03:00:00,4361.84,21.6,42
2021-04-25 04:00:00,4317.72,21.1,43
2021-04-25 05:00:00,4249.5,21.2,48
2021-04-25 06:00:00,4089.59,22.3,46
2021-04-25 07:00:00,4264.68,24.7,41
2021-04-25 08:00:00,4269.17,27.8,35
2021-04-25 09:00:00,5035.29,30.6,27
2021-04-25 10:00:00,5608.38,32.7,22
2021-04-25 11:00:00,5947.72,34.3,18
2021-04-25 12:00:00,6578.35,35.4,15
2021-04-25 13:00:00,6895.4,36.3,14
2021-04-25 14:00:00,7336.55,36.7,13
2021-04-25 15:00:00,7298.14,36.6,13
2021-04-25 16:00:00,6870.75,36.3,13
2021-04-25 17:00:00,6448.25,35.2,15
2021-04-25 18:00:00,5498.57,31.9,19
2021-04-25 19:00:00,4691.55,29.3,22
2021-04-25 20:00:00,4412.41,28.5,23
2021-04-25 21:00:00,3955.16,27.1,23
2021-04-25 22:00:00,3696.47,25.6,25
2021-04-25 23:00:00,3868.9,24.4,27
2021-04-26 00:00:00,4480.64,23.7,29
2021-04-26 01:00:00,4404.64,22.4,33
2021-04-26 02:00:00,4766.14,22.0,35
2021-04-26 03:00:00,4687.11,22.1,35
2021-04-26 04:00:00,4798.94,21.4,38
2021-04-26 05:00:00,4792.97,20.9,45
2021-04-26 06:00:00,4568.17,21.5,49
2021-04-26 07:00:00,4843.61,25.4,35
2021-04-26 08:00:00,5265.35,29.3,28
2021-04-26 09:00:00,5975.33,32.8,20
2021-04-26 10:00:00,6556.22,35.1,15
2021-04-26 11:00:00,6975.56,36.5,12
2021-04-26 12:00:00,7457.7,37.4,12
2021-04-26 13:00:00,7667.32,38.2,12
2021-04-26 14:00:00,8027.6,38.7,11
2021-04-26 15:00:00,8081.82,38.8,11
2021-04-26 16:00:00,7852.41,38.3,10
2021-04-26 17:00:00,7473.51,37.6,12
2021-04-26 18:00:00,6468.37,34.2,16
2021-04-26 19:00:00,5690.98,31.4,20
2021-04-26 20:00:00,5275.98,30.1,22
2021-04-26 21:00:00,4712.91,28.6,23
2021-04-26 22:00:00,4535.8,27.9,24
2021-04-26 23:00:00,4513.32,26.9,26
2021-04-27 00:00:00,4785.06,27.0,25
2021-04-27 01:00:00,4848.87,25.9,28
2021-04-27 02:00:00,4721.54,23.9,35
2021-04-27 03:00:00,4707.46,23.4,37
2021-04-27 04:00:00,4826.82,23.5,37
2021-04-27 05:00:00,4917.03,24.3,40
2021-04-27 06:00:00,4880.35,24.6,43
2021-04-27 07:00:00,5180.24,28.4,34
2021-04-27 08:00:00,5901.17,32.6,28
2021-04-27 09:00:00,6610.0,36.2,18
2021-04-27 10:00:00,7273.55,38.2,15
2021-04-27 11:00:00,7658.45,39.5,13
2021-04-27 12:00:00,8207.71,40.2,12
2021-04-27 13:00:00,8236.14,40.7,11
2021-04-27 14:00:00,8597.33,41.0,10
2021-04-27 15:00:00,8657.99,40.9,10
2021-04-27 16:00:00,8381.76,40.3,10
2021-04-27 17:00:00,8223.76,39.3,11
2021-04-27 18:00:00,6973.52,36.3,13
2021-04-27 19:00:00,5870.77,33.2,17
2021-04-27 20:00:00,6225.58,35.4,15
2021-04-27 21:00:00,5282.23,32.4,18
2021-04-27 22:00:00,5015.9,29.9,21
2021-04-27 23:00:00,5115.07,30.3,20
2021-04-28 00:00:00,4954.0,27.0,27
2021-04-28 01:00:00,4854.29,26.1,29
2021-04-28 02:00:00,5327.25,27.7,27
2021-04-28 03:00:00,4984.38,25.1,33
2021-04-28 04:00:00,5178.58,24.3,34
2021-04-28 05:00:00,4956.63,25.1,37
2021-04-28 06:00:00,5348.85,26.9,33
2021-04-28 07:00:00,5643.71,30.1,29
2021-04-28 08:00:00,6338.21,34.2,26
2021-04-28 09:00:00,7128.28,37.8,18
2021-04-28 10:00:00,7655.66,39.6,13
2021-04-28 11:00:00,7819.7,40.7,12
2021-04-28 12:00:00,8375.36,41.3,11
2021-04-28 13:00:00,8675.34,41.2,10
2021-04-28 14:00:00,8758.77,41.5,10
2021-04-28 15:00:00,8527.71,41.2,9
2021-04-28 16:00:00,8451.5,40.7,10
2021-04-28 17:00:00,8321.83,40.2,9
2021-04-28 18:00:00,7352.82,37.5,11
2021-04-28 19:00:00,6319.41,34.8,14
2021-04-28 20:00:00,5887.32,33.2,15
2021-04-28 21:00:00,5314.28,31.7,16
2021-04-28 22:00:00,5397.9,32.9,14
2021-04-28 23:00:00,5350.33,31.6,17
2021-04-29 00:00:00,5291.89,28.6,21
2021-04-29 01:00:00,5100.53,27.5,24
2021-04-29 02:00:00,5126.54,26.5,26
2021-04-29 03:00:00,5221.06,26.5,25
2021-04-29 04:00:00,5393.05,25.8,26
2021-04-29 05:00:00,5244.23,25.5,33
2021-04-29 06:00:00,5350.41,26.6,32
2021-04-29 07:00:00,5419.51,29.5,28
2021-04-29 08:00:00,6068.18,33.0,24
2021-04-29 09:00:00,6474.07,35.9,21
2021-04-29 10:00:00,7479.09,38.3,18
2021-04-29 11:00:00,7693.28,39.8,14
2021-04-29 12:00:00,8190.45,40.3,12
2021-04-29 13:00:00,8295.59,40.6,12
2021-04-29 14:00:00,8497.5,40.7,12
2021-04-29 15:00:00,8400.47,40.4,11
2021-04-29 16:00:00,8095.33,39.5,12
2021-04-29 17:00:00,7789.65,39.1,12
2021-04-29 18:00:00,7276.36,38.1,13
2021-04-29 19:00:00,6363.49,34.5,22
2021-04-29 20:00:00,5702.79,33.5,23
2021-04-29 21:00:00,5346.62,31.5,25
2021-04-29 22:00:00,5119.08,29.6,29
2021-04-29 23:00:00,4887.74,28.8,30
2021-04-30 00:00:00,5412.92,30.8,27
2021-04-30 01:00:00,5138.45,27.7,33
2021-04-30 02:00:00,5404.66,27.2,33
2021-04-30 03:00:00,5310.9,26.7,35
2021-04-30 04:00:00,4955.78,24.7,40
2021-04-30 05:00:00,5041.54,25.0,46
2021-04-30 06:00:00,4908.12,26.3,44
2021-04-30 07:00:00,5433.22,29.0,37
2021-04-30 08:00:00,5882.55,32.0,31
2021-04-30 09:00:00,6337.97,34.6,24
2021-04-30 10:00:00,6857.98,36.8,19
2021-04-30 11:00:00,7349.21,38.2,17
2021-04-30 12:00:00,7941.37,39.1,16
2021-04-30 13:00:00,8357.56,39.7,14
2021-04-30 14:00:00,7989.08,38.6,14
2021-04-30 15:00:00,8173.52,38.8,14
2021-04-30 16:00:00,7134.91,36.1,19
2021-04-30 17:00:00,7118.65,36.2,20
2021-04-30 18:00:00,6538.01,34.5,23
2021-04-30 19:00:00,5643.41,32.0,27
2021-04-30 20:00:00,5382.3,31.8,28
2021-04-30 21:00:00,4887.48,29.6,34
2021-04-30 22:00:00,4990.81,29.5,35
2021-04-30 23:00:00,4859.52,28.4,38
2021-05-01 00:00:00,4303.22,28.4,38
2021-05-01 01:00:00,4317.26,27.1,41
2021-05-01 02:00:00,4483.12,25.8,44
2021-05-01 03:00:00,4630.56,25.2,45
2021-05-01 04:00:00,4215.61,24.9,45
2021-05-01 05:00:00,4603.38,26.3,47
2021-05-01 06:00:00,4725.96,27.9,44
2021-05-01 07:00:00,5160.11,29.8,40
2021-05-01 08:00:00,5387.02,32.5,34
2021-05-01 09:00:00,5964.21,34.8,28
2021-05-01 10:00:00,6498.75,36.9,23
2021-05-01 11:00:00,6770.57,38.5,18
2021-05-01 12:00:00,7541.33,39.4,16
2021-05-01 13:00:00,7475.57,38.6,16
2021-05-01 14:00:00,7349.31,37.4,17
2021-05-01 15:00:00,7949.84,38.2,15
2021-05-01 16:00:00,6591.69,35.9,23
2021-05-01 17:00:00,7098.47,37.1,16
2021-05-01 18:00:00,6201.41,35.4,20
2021-05-01 19:00:00,5631.23,33.7,23
2021-05-01 20:00:00,4893.2,31.3,28
2021-05-01 21:00:00,4525.86,30.2,30
2021-05-01 22:00:00,4459.7,29.9,31
2021-05-01 23:00:00,4405.41,28.3,35
2021-05-02 00:00:00,4323.9,28.0,37
2021-05-02 01:00:00,4709.47,27.4,39
2021-05-02 02:00:00,4683.37,27.0,40
2021-05-02 03:00:00,4623.31,26.5,42
2021-05-02 04:00:00,4684.01,26.3,43
2021-05-02 05:00:00,4785.84,26.1,43
2021-05-02 06:00:00,4758.36,28.1,38
2021-05-02 07:00:00,5055.19,29.9,35
2021-05-02 08:00:00,5266.74,32.1,32
2021-05-02 09:00:00,5903.48,34.3,28
2021-05-02 10:00:00,6452.41,36.4,23
2021-05-02 11:00:00,7132.28,38.0,19
2021-05-02 12:00:00,7310.07,38.9,18
2021-05-02 13:00:00,7554.07,38.7,17
2021-05-02 14:00:00,6430.9,33.4,29
2021-05-02 15:00:00,6960.67,35.2,23
2021-05-02 16:00:00,6778.22,36.0,21
2021-05-02 17:00:00,6516.95,35.0,22
2021-05-02 18:00:00,6083.62,34.8,22
2021-05-02 19:00:00,5631.31,33.9,23
2021-05-02 20:00:00,5205.42,32.8,26
2021-05-02 21:00:00,4463.61,29.4,33
2021-05-02 22:00:00,4355.29,29.0,36
2021-05-02 23:00:00,4689.07,30.0,35
2021-05-03 00:00:00,5417.28,29.3,37
2021-05-03 01:00:00,5175.79,27.0,43
2021-05-03 02:00:00,5277.46,26.6,45
2021-05-03 03:00:00,5190.08,26.4,45
2021-05-03 04:00:00,5161.4,26.5,45
2021-05-03 05:00:00,5139.32,25.3,45
2021-05-03 06:00:00,5346.94,27.6,40
2021-05-03 07:00:00,5653.51,29.7,36
2021-05-03 08:00:00,5588.96,31.1,34
2021-05-03 09:00:00,5995.96,32.9,31
2021-05-03 10:00:00,6217.71,34.3,27
2021-05-03 11:00:00,6845.2,35.7,24
2021-05-03 12:00:00,7421.77,36.6,22
2021-05-03 13:00:00,7526.14,37.0,21
2021-05-03 14:00:00,7507.63,35.8,22
2021-05-03 15:00:00,7326.35,35.4,22
2021-05-03 16:00:00,7207.37,35.1,23
2021-05-03 17:00:00,7187.19,36.8,18
2021-05-03 18:00:00,6769.17,35.5,20
2021-05-03 19:00:00,5718.35,33.6,23
2021-05-03 20:00:00,5532.96,32.1,26
2021-05-03 21:00:00,5069.44,31.2,27
2021-05-03 22:00:00,5284.01,30.5,28
2021-05-03 23:00:00,5221.04,29.8,33
2021-05-04 00:00:00,5197.63,28.8,36
2021-05-04 01:00:00,5399.99,28.0,39
2021-05-04 02:00:00,5199.08,27.5,42
2021-05-04 03:00:00,5514.93,26.8,44
2021-05-04 04:00:00,5336.56,26.2,46
2021-05-04 05:00:00,5107.84,26.1,49
2021-05-04 06:00:00,5315.38,27.2,46
2021-05-04 07:00:00,5273.61,29.3,41
2021-05-04 08:00:00,5620.47,31.4,36
2021-05-04 09:00:00,6156.75,33.9,30
2021-05-04 10:00:00,6741.22,36.1,25
2021-05-04 11:00:00,7284.91,38.0,20
2021-05-04 12:00:00,8026.47,39.1,17
2021-05-04 13:00:00,8253.71,40.0,15
2021-05-04 14:00:00,8371.35,39.7,14
2021-05-04 15:00:00,7958.75,38.4,16
2021-05-04 16:00:00,7623.17,38.1,16
2021-05-04 17:00:00,7516.98,37.5,16
2021-05-04 18:00:00,6551.95,35.6,19
2021-05-04 19:00:00,6194.94,34.2,20
2021-05-04 20:00:00,5778.24,34.0,21
2021-05-04 21:00:00,5619.96,31.8,33
2021-05-04 22:00:00,5286.55,30.7,36
2021-05-04 23:00:00,5034.5,29.2,41
2021-05-05 00:00:00,5363.25,29.2,41
2021-05-05 01:00:00,5216.79,28.6,43
2021-05-05 02:00:00,5459.72,28.0,45
2021-05-05 03:00:00,5470.92,27.7,47
2021-05-05 04:00:00,5376.73,27.0,50
2021-05-05 05:00:00,5289.54,26.1,59
2021-05-05 06:00:00,5267.63,27.2,58
2021-05-05 07:00:00,5337.61,28.7,55
2021-05-05 08:00:00,5407.41,30.8,49
2021-05-05 09:00:00,5889.34,32.8,43
2021-05-05 10:00:00,6528.77,34.9,36
2021-05-05 11:00:00,7081.99,36.5,28
2021-05-05 12:00:00,7371.8,37.5,24
2021-05-05 13:00:00,8241.63,38.6,21
2021-05-05 14:00:00,8203.84,38.4,20
2021-05-05 15:00:00,6486.98,30.8,47
2021-05-05 16:00:00,6758.48,33.1,36
2021-05-05 17:00:00,6861.01,34.8,26
2021-05-05 18:00:00,6241.92,33.6,29
2021-05-05 19:00:00,5804.43,32.2,31
2021-05-05 20:00:00,5432.09,31.3,34
2021-05-05 21:00:00,4930.26,30.2,37
2021-05-05 22:00:00,5016.79,29.6,39
2021-05-05 23:00:00,4951.65,28.9,41
2021-05-06 00:00:00,4829.25,28.3,44
2021-05-06 01:00:00,5082.81,27.8,46
2021-05-06 02:00:00,5248.68,27.4,48
2021-05-06 03:00:00,5563.63,27.0,50
2021-05-06 04:00:00,5351.69,26.6,51
2021-05-06 05:00:00,5006.23,26.3,57
2021-05-06 06:00:00,5254.36,27.3,55
2021-05-06 07:00:00,5152.24,28.9,52
2021-05-06 08:00:00,5774.27,31.0,46
2021-05-06 09:00:00,6029.88,33.2,41
2021-05-06 10:00:00,6619.25,35.3,35
2021-05-06 11:00:00,7320.43,36.9,30
2021-05-06 12:00:00,7445.61,37.9,27
2021-05-06 13:00:00,7808.68,38.7,25
2021-05-06 14:00:00,7859.44,38.0,23
